PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_1,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rare
339,1,1.2011353296285983,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
340,0,1.2011353296285983,0,0,0.06632249221806229,1,0,1,0,0,0,0,0,1,0,0,0
343,0,-0.10457866558193428,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
344,0,-0.33499878238379294,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
345,0,0.5098749792230222,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
346,1,-0.4118054879844125,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
347,1,0.8171018016255005,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
348,1,-0.10457866558193428,1,0,-0.3240711784875359,0,0,1,0,1,0,0,0,0,1,0,0
349,1,-2.0247463055974233,1,1,-0.32809585550511944,1,0,1,0,1,0,0,0,0,0,0,0
350,0,0.9707152128267396,0,0,-0.47373885507892183,1,0,1,0,1,0,0,0,1,0,0,0
351,0,-0.4886121935850321,0,0,-0.4624194509669683,1,0,1,0,1,0,0,0,1,0,0,0
352,0,-0.10457866558193428,0,0,0.056260799674103565,1,0,1,0,0,0,0,0,1,0,0,0
353,0,-1.1030658383899885,1,1,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
354,0,-0.33499878238379294,1,0,-0.2898614238380763,1,0,1,0,1,0,0,0,1,0,0,0
355,0,-0.10457866558193428,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
356,0,-0.10457866558193428,0,0,-0.456885520067791,1,0,1,0,1,0,0,0,1,0,0,0
357,1,-0.5654188991856517,0,1,0.45872850143245225,0,0,1,0,0,1,0,0,0,0,0,0
358,0,0.6634883904242613,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
359,1,-0.10457866558193428,0,0,-0.48950150261828757,0,1,0,0,1,1,0,0,0,0,0,0
360,1,-0.10457866558193428,0,0,-0.48950150261828757,0,1,0,0,1,1,0,0,0,0,0,0
361,0,0.8171018016255005,1,4,-0.08661523445011025,1,0,1,0,1,0,0,0,1,0,0,0
362,0,-0.027771959981314716,1,0,-0.09022134505786501,1,0,0,1,0,0,0,0,1,0,0,0
363,0,1.2011353296285983,0,1,-0.35719024566523044,0,0,0,0,1,0,0,0,0,1,0,0
364,0,0.43306827362240263,0,0,-0.5061878135331888,1,0,1,0,1,0,0,0,1,0,0,0
365,0,-0.10457866558193428,1,0,-0.3361452095402864,1,1,0,0,1,0,0,0,1,0,0,0
366,0,0.04903474561930485,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
368,1,-0.10457866558193428,0,0,-0.5025817029254339,0,0,0,0,1,0,0,0,0,1,0,0
369,1,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
371,1,-0.33499878238379294,1,0,0.4676170006257853,1,0,0,0,0,0,0,0,1,0,0,0
372,0,-0.8726457215881299,1,0,-0.5173401935489126,1,0,1,0,1,0,0,0,1,0,0,0
373,0,-0.7958390159875103,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
375,0,-2.0247463055974233,3,1,-0.22395733767514672,0,0,1,0,1,1,0,0,0,0,0,0
377,1,-0.5654188991856517,0,0,-0.5021631365156053,0,0,1,0,1,1,0,0,0,0,0,0
379,0,-0.7190323103868907,0,0,-0.567312595737738,1,0,0,0,1,0,0,0,1,0,0,0
380,0,-0.7958390159875103,0,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
383,0,0.20264815682054396,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
384,1,0.43306827362240263,1,0,0.3983583461687,0,0,1,0,0,0,0,0,0,1,0,0
385,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
388,1,0.5098749792230222,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
389,0,-0.10457866558193428,0,0,-0.49252001038147525,1,1,0,0,1,0,0,0,1,0,0,0
390,1,-0.9494524271887494,0,0,-0.40657705734799743,0,0,0,1,0,1,0,0,0,0,0,0
392,1,-0.6422256047862712,0,0,-0.4911797929346199,1,0,1,0,1,0,0,0,1,0,0,0
393,0,-0.10457866558193428,2,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
395,1,-0.4118054879844125,0,2,-0.3119971474347855,0,0,1,0,1,0,0,0,0,1,0,0
396,0,-0.5654188991856517,0,0,-0.4911797929346199,1,0,1,0,1,0,0,0,1,0,0,0
397,0,0.1258414512199244,0,0,-0.49000458724548557,0,0,1,0,1,1,0,0,0,0,0,0
398,0,1.277942035229218,0,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
399,0,-0.4886121935850321,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,0,0,0,1
400,1,-0.10457866558193428,0,0,-0.39349685704085113,0,0,1,1,0,0,0,0,0,1,0,0
401,1,0.7402950960248809,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
402,0,-0.2581920767831734,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
403,0,-0.6422256047862712,1,0,-0.45034541991421784,0,0,1,0,1,1,0,0,0,0,0,0
404,0,-0.10457866558193428,1,0,-0.3291020247595153,1,0,1,0,1,0,0,0,1,0,0,0
405,0,-0.7190323103868907,0,0,-0.47373885507892183,0,0,1,0,1,1,0,0,0,0,0,0
406,0,0.3562615680217831,1,0,-0.2254665915567405,1,0,1,1,0,0,0,0,1,0,0,0
407,0,1.6619755632323157,0,0,-0.4921014439716465,1,0,1,0,1,0,0,0,1,0,0,0
408,1,-2.0247463055974233,1,1,-0.27074420800455473,1,0,1,1,0,0,0,0,0,0,0,0
409,0,-0.6422256047862712,0,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
410,0,-0.10457866558193428,3,1,-0.13558146738453972,0,0,1,0,1,1,0,0,0,0,0,0
411,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
412,0,-0.10457866558193428,0,0,-0.5100454664545425,1,1,0,0,1,0,0,0,1,0,0,0
414,0,-0.10457866558193428,0,0,-0.6480576784030067,1,0,1,1,0,0,0,0,1,0,0,0
415,1,1.1243286240279786,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
416,0,-0.10457866558193428,0,0,-0.48606442844527126,0,0,1,0,1,0,0,0,0,1,0,0
417,1,0.3562615680217831,1,1,0.005952336954309978,0,0,1,1,0,0,0,0,0,1,0,0
418,1,-0.8726457215881299,0,2,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
419,0,0.04903474561930485,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
420,0,-1.4870993663930865,0,2,-0.16207792852980063,0,0,1,0,1,1,0,0,0,0,0,0
421,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,0,0,1,0,0,0,1,0,0,0
422,0,-0.6422256047862712,0,0,-0.49243750450261475,1,1,0,0,1,0,0,0,1,0,0,0
423,0,-0.027771959981314716,0,0,-0.48958602083565683,1,0,1,0,1,0,0,0,1,0,0,0
424,0,-0.10457866558193428,1,1,-0.3582809331369956,0,0,1,0,1,0,0,0,0,1,0,0
425,0,-0.8726457215881299,1,1,-0.2413137573134755,1,0,1,0,1,0,0,0,1,0,0,0
426,0,-0.10457866558193428,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
427,1,-0.10457866558193428,1,0,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
428,1,-0.7958390159875103,0,0,-0.12484966611715334,0,0,1,1,0,1,0,0,0,0,0,0
429,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
430,1,0.20264815682054396,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
431,1,-0.10457866558193428,0,0,-0.11378180431879874,1,0,1,0,0,0,0,0,1,0,0,0
432,1,-0.10457866558193428,1,0,-0.3240711784875359,0,0,1,0,1,0,0,0,0,1,0,0
433,1,0.9707152128267396,1,0,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
434,0,-0.9494524271887494,0,0,-0.5046785596515949,1,0,1,0,1,0,0,0,1,0,0,0
435,0,1.585168857631696,1,0,0.4768395480115779,1,0,1,0,0,0,0,0,1,0,0,0
437,0,-0.6422256047862712,2,2,0.04368368399415517,0,0,1,0,1,1,0,0,0,0,0,0
438,1,-0.4118054879844125,2,3,-0.27074420800455473,0,0,1,1,0,0,0,0,0,1,0,0
440,0,0.1258414512199244,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
441,1,1.2011353296285983,1,1,-0.11981881984517398,0,0,1,1,0,0,0,0,0,1,0,0
442,0,-0.7190323103868907,0,0,-0.456885520067791,1,0,1,0,1,0,0,0,1,0,0,0
443,0,-0.33499878238379294,1,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
444,1,-0.10457866558193428,0,0,-0.38645367226008,0,0,1,1,0,0,0,0,0,0,1,0
445,1,-0.10457866558193428,0,0,-0.48480671687727644,1,0,1,0,1,0,0,0,1,0,0,0
447,1,-1.2566792495912278,0,1,-0.25565166918861665,0,0,1,1,0,1,0,0,0,0,0,0
448,1,0.3562615680217831,0,0,-0.11378180431879874,1,0,1,0,0,0,0,0,1,0,0,0
449,1,-1.8711328943961842,2,1,-0.26051549136436636,0,0,0,0,1,1,0,0,0,0,0,0
450,1,1.7387822688329353,0,0,-0.03429443322152489,1,0,1,0,0,0,0,0,0,0,0,1
451,0,0.5098749792230222,1,2,-0.08963374221329784,1,0,1,1,0,0,0,0,1,0,0,0
452,0,-0.10457866558193428,1,0,-0.2462600853680856,1,0,1,0,1,0,0,0,1,0,0,0
453,0,0.04903474561930485,0,0,-0.08963374221329784,1,0,0,0,0,0,0,0,1,0,0,0
455,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
456,1,-0.027771959981314716,0,0,-0.48916745442582815,1,0,0,0,1,0,0,0,1,0,0,0
458,1,-0.10457866558193428,1,0,0.39559138071911126,0,0,1,0,0,0,0,0,0,1,0,0
459,1,1.585168857631696,0,0,-0.4367621349798736,0,0,1,1,0,1,0,0,0,0,0,0
460,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
461,1,1.431555446430457,0,0,-0.11378180431879874,1,0,1,0,0,0,0,0,1,0,0,0
462,0,0.3562615680217831,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
463,0,1.3547487408298373,0,0,0.12669264748181458,1,0,1,0,0,0,0,0,1,0,0,0
464,0,1.431555446430457,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
465,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
466,0,0.6634883904242613,0,0,-0.5061878135331888,1,0,1,0,1,0,0,0,1,0,0,0
467,0,-0.10457866558193428,0,0,-0.6480576784030067,1,0,1,1,0,0,0,0,1,0,0,0
469,0,-0.10457866558193428,0,0,-0.4926045285988444,1,1,0,0,1,0,0,0,1,0,0,0
471,0,-0.10457866558193428,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
472,0,0.6634883904242613,0,0,-0.47373885507892183,1,0,1,0,1,0,0,0,1,0,0,0
473,1,0.2794548624211635,1,2,-0.08963374221329784,0,0,1,1,0,0,0,0,0,1,0,0
474,1,-0.4886121935850321,0,0,-0.37052198828597577,0,0,0,1,0,0,0,0,0,1,0,0
475,0,-0.5654188991856517,0,0,-0.4500938776006189,0,0,1,0,1,1,0,0,0,0,0,0
476,0,-0.10457866558193428,0,0,0.3983583461687,1,0,1,0,0,0,0,0,1,0,0,0
477,0,0.3562615680217831,1,0,-0.2254665915567405,1,0,1,1,0,0,0,0,1,0,0,0
478,0,-0.027771959981314716,1,0,-0.506272331750558,1,0,1,0,1,0,0,0,1,0,0,0
479,0,-0.5654188991856517,0,0,-0.4967137238337972,1,0,1,0,1,0,0,0,1,0,0,0
481,0,-1.563906071993706,5,2,0.295729082220321,1,0,1,0,1,0,0,0,0,0,0,0
482,0,-0.10457866558193428,0,0,-0.6480576784030067,1,0,1,1,0,0,0,0,1,0,0,0
483,0,1.585168857631696,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
486,0,-0.10457866558193428,3,1,-0.13558146738453972,0,0,1,0,1,1,0,0,0,0,0,0
489,0,0.04903474561930485,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
490,1,-1.563906071993706,1,1,-0.32809585550511944,1,0,1,0,1,0,0,0,0,0,0,0
491,0,-0.10457866558193428,1,0,-0.2462600853680856,1,0,1,0,1,0,0,0,1,0,0,0
492,0,-0.6422256047862712,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
495,0,-0.6422256047862712,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
496,0,-0.10457866558193428,0,0,-0.35710773978636995,1,0,0,0,1,0,0,0,1,0,0,0
498,0,-0.10457866558193428,0,0,-0.34419456357545336,1,0,1,0,1,0,0,0,1,0,0,0
500,0,-0.4118054879844125,0,0,-0.4911797929346199,1,0,1,0,1,0,0,0,1,0,0,0
501,0,-0.9494524271887494,0,0,-0.47373885507892183,1,0,1,0,1,0,0,0,1,0,0,0
502,0,-0.6422256047862712,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
503,0,-0.10457866558193428,0,0,-0.4945323488902669,0,1,0,0,1,1,0,0,0,0,0,0
504,0,0.5866816848236418,0,0,-0.4551247238725983,0,0,1,0,1,1,0,0,0,0,0,0
507,1,0.2794548624211635,0,2,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
508,1,-0.10457866558193428,0,0,-0.11378180431879874,1,0,1,0,0,0,0,0,1,0,0,0
509,0,-0.10457866558193428,0,0,-0.19477842929766645,1,0,1,0,1,0,0,0,1,0,0,0
510,1,-0.2581920767831734,0,0,0.4888290608469592,1,0,1,0,1,0,0,0,1,0,0,0
511,1,-0.027771959981314716,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
512,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
513,1,0.5098749792230222,0,0,-0.11906419290437706,1,0,1,0,0,0,0,0,1,0,0,0
514,1,1.8923956800341744,1,0,0.547271395819289,0,0,0,0,0,0,0,0,0,1,0,0
515,0,-0.4118054879844125,0,0,-0.49721680846099514,1,0,1,0,1,0,0,0,1,0,0,0
516,0,1.3547487408298373,0,0,0.036555980996014835,1,0,1,0,0,0,0,0,1,0,0,0
517,1,0.3562615680217831,0,0,-0.4367621349798736,0,0,1,1,0,0,0,0,0,1,0,0
518,0,-0.10457866558193428,0,0,-0.16207792852980063,1,1,0,0,1,0,0,0,1,0,0,0
519,1,0.5098749792230222,1,0,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
520,0,0.20264815682054396,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
522,0,-0.5654188991856517,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
523,0,-0.10457866558193428,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
524,1,1.1243286240279786,0,1,0.5186800902863759,0,0,0,0,0,0,0,0,0,1,0,0
525,0,-0.10457866558193428,0,0,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
526,0,0.8555051544258102,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
527,1,1.585168857631696,0,0,-0.4367621349798736,0,0,1,1,0,1,0,0,0,0,0,0
529,0,0.7402950960248809,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
530,0,-0.4886121935850321,2,1,-0.41663874989195615,1,0,1,1,0,0,0,0,1,0,0,0
532,0,-0.10457866558193428,0,0,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
533,0,-0.9494524271887494,1,1,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
534,1,-0.10457866558193428,0,2,-0.19813299759182226,0,0,0,0,1,0,0,0,0,1,0,0
535,0,0.04903474561930485,0,0,-0.47373885507892183,0,0,1,0,1,1,0,0,0,0,0,0
536,1,-1.717519483194945,0,2,-0.11981881984517398,0,0,1,1,0,1,0,0,0,0,0,0
537,0,1.2011353296285983,0,0,-0.11378180431879874,1,0,1,0,0,0,0,0,0,0,0,1
539,0,-0.10457866558193428,0,0,-0.3562685946282038,1,0,1,0,1,0,0,0,1,0,0,0
540,1,-0.5654188991856517,0,2,0.34804988344890636,0,0,0,0,0,1,0,0,0,0,0,0
542,0,-1.563906071993706,4,2,-0.01869880977838891,0,0,1,0,1,1,0,0,0,0,0,0
543,0,-1.4102926607924668,4,2,-0.01869880977838891,0,0,1,0,1,1,0,0,0,0,0,0
544,1,0.20264815682054396,1,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
547,1,-0.7958390159875103,1,0,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
548,1,-0.10457866558193428,0,0,-0.3690972526217512,1,0,0,1,0,0,0,0,1,0,0,0
549,0,0.2794548624211635,1,1,-0.23502519947350134,1,0,1,0,1,0,0,0,1,0,0,0
550,1,-1.6407127775943255,1,1,0.09147672357795908,1,0,1,1,0,0,0,0,0,0,0,0
552,0,-0.18138537118255385,0,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
553,0,-0.10457866558193428,0,0,-0.49050767187268346,1,1,0,0,1,0,0,0,1,0,0,0
554,1,-0.5654188991856517,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
555,1,-0.5654188991856517,0,0,-0.4915983593444486,0,0,1,0,1,1,0,0,0,0,0,0
557,1,1.431555446430457,1,0,0.14882837107852379,0,0,0,0,0,0,0,0,0,0,0,1
560,1,0.5098749792230222,1,0,-0.2979107778732433,0,0,1,0,1,0,0,0,0,1,0,0
561,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
562,0,0.8171018016255005,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
563,0,-0.10457866558193428,0,0,-0.37639197971612126,1,0,1,1,0,0,0,0,1,0,0,0
564,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
565,0,-0.10457866558193428,0,0,-0.48606442844527126,0,0,1,0,1,1,0,0,0,0,0,0
566,0,-0.4118054879844125,2,0,-0.16207792852980063,1,0,1,0,1,0,0,0,1,0,0,0
567,0,-0.7958390159875103,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
568,0,-0.027771959981314716,0,4,-0.22395733767514672,0,0,1,0,1,0,0,0,0,1,0,0
569,0,-0.10457866558193428,0,0,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
570,1,0.20264815682054396,0,0,-0.49000458724548557,1,0,1,0,1,0,0,0,1,0,0,0
572,1,1.8155889744335547,2,0,0.3878780872149125,0,0,1,0,0,0,0,0,0,1,0,0
573,1,0.5098749792230222,0,0,-0.11705185439558535,1,0,1,0,0,0,0,0,1,0,0,0
574,1,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
575,0,-1.026259132789369,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
576,0,-0.7958390159875103,0,0,-0.3562685946282038,1,0,1,0,1,0,0,0,1,0,0,0
577,1,0.3562615680217831,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
578,1,0.7402950960248809,1,0,0.4768395480115779,0,0,1,0,0,0,0,0,0,1,0,0
579,0,-0.10457866558193428,1,0,-0.35710773978636995,0,0,0,0,1,0,0,0,0,1,0,0
580,1,0.20264815682054396,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
581,1,-0.33499878238379294,1,1,-0.04435612576548361,0,0,1,1,0,1,0,0,0,0,0,0
583,0,1.8923956800341744,0,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
584,0,0.5098749792230222,0,0,0.15939314824968043,1,0,0,0,0,0,0,0,1,0,0,0
585,0,-0.10457866558193428,0,0,-0.47273268582452604,1,0,0,0,1,0,0,0,1,0,0,0
587,0,1.3547487408298373,0,0,-0.3462069020842451,1,0,1,1,0,0,0,0,1,0,0,0
589,0,-0.5654188991856517,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
590,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
591,0,0.43306827362240263,0,0,-0.5046785596515949,1,0,1,0,1,0,0,0,1,0,0,0
593,0,1.3547487408298373,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
594,0,-0.10457866558193428,0,2,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
595,0,0.5866816848236418,1,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
596,0,0.5098749792230222,1,1,-0.16207792852980063,1,0,1,0,1,0,0,0,1,0,0,0
597,1,-0.10457866558193428,0,0,0.016014029498268696,0,0,1,1,0,1,0,0,0,0,0,0
598,0,1.5083621520310766,0,0,-0.6480576784030067,1,0,1,0,1,0,0,0,1,0,0,0
599,0,-0.10457866558193428,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
600,1,1.5083621520310766,1,0,0.4975505359440626,1,0,0,0,0,0,0,0,0,0,0,1
601,1,-0.4118054879844125,2,1,-0.10472628102923591,0,0,1,1,0,0,0,0,0,1,0,0
602,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
603,0,-0.10457866558193428,0,0,0.20517384932469254,1,0,1,0,0,0,0,0,1,0,0,0
604,0,1.1243286240279786,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
605,1,0.43306827362240263,0,0,-0.11378180431879874,1,0,0,0,0,0,0,0,1,0,0,0
606,0,0.5098749792230222,1,0,-0.33513904028589053,1,0,1,0,1,0,0,0,1,0,0,0
607,0,0.04903474561930485,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
608,1,-0.18138537118255385,0,0,-0.03429443322152489,1,0,1,0,0,0,0,0,1,0,0,0
609,1,-0.5654188991856517,1,2,0.18865657484452994,0,0,0,1,0,0,0,0,0,1,0,0
611,0,0.7402950960248809,1,5,-0.01869880977838891,0,0,1,0,1,0,0,0,0,1,0,0
612,0,-0.10457866558193428,0,0,-0.5061878135331888,1,0,1,0,1,0,0,0,1,0,0,0
613,1,-0.10457866558193428,1,0,-0.3361452095402864,0,1,0,0,1,1,0,0,0,0,0,0
614,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
615,0,0.43306827362240263,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
617,0,0.3562615680217831,1,1,-0.3582809331369956,1,0,1,0,1,0,0,0,1,0,0,0
618,0,-0.2581920767831734,1,0,-0.3240711784875359,0,0,1,0,1,0,0,0,0,1,0,0
619,1,-1.9479395999968037,2,1,0.1367543400257733,0,0,1,1,0,1,0,0,0,0,0,0
620,0,-0.2581920767831734,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
621,0,-0.18138537118255385,1,0,-0.35719024566523044,1,0,0,0,1,0,0,0,1,0,0,0
622,1,0.9707152128267396,1,0,0.4095107261844238,1,0,1,0,0,0,0,0,1,0,0,0
623,1,-0.7190323103868907,1,1,-0.3312813873645367,1,0,0,0,1,0,0,0,1,0,0,0
624,0,-0.6422256047862712,0,0,-0.49000458724548557,1,0,1,0,1,0,0,0,1,0,0,0
625,0,-0.6422256047862712,0,0,-0.3240711784875359,1,0,1,0,1,0,0,0,1,0,0,0
629,0,-0.2581920767831734,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
630,0,-0.10457866558193428,0,0,-0.49243750450261475,1,1,0,0,1,0,0,0,1,0,0,0
632,0,1.6619755632323157,0,0,-0.5061032953158194,1,0,1,0,1,0,0,0,1,0,0,0
633,1,0.20264815682054396,0,0,-0.03429443322152489,1,0,0,0,0,0,0,0,0,0,0,1
634,0,-0.10457866558193428,0,0,-0.6480576784030067,1,0,1,0,0,0,0,0,1,0,0,0
635,0,-1.563906071993706,3,2,-0.08661523445011025,0,0,1,0,1,1,0,0,0,0,0,0
636,1,-0.10457866558193428,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
637,0,0.20264815682054396,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
638,0,0.1258414512199244,1,1,-0.11981881984517398,1,0,1,1,0,0,0,0,1,0,0,0
639,0,0.89390850722612,0,5,0.15058916727371655,0,0,1,0,1,0,0,0,0,1,0,0
640,0,-0.10457866558193428,1,0,-0.3240711784875359,1,0,1,0,1,0,0,0,1,0,0,0
641,0,-0.7190323103868907,0,0,-0.49000458724548557,1,0,1,0,1,0,0,0,1,0,0,0
644,1,-0.10457866558193428,0,0,0.4888290608469592,1,0,1,0,1,0,0,0,1,0,0,0
647,0,-0.7958390159875103,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
649,0,-0.10457866558193428,0,0,-0.49612612098923,1,0,1,0,1,0,0,0,1,0,0,0
650,1,-0.4886121935850321,0,0,-0.49612612098923,0,0,1,0,1,1,0,0,0,0,0,0
651,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
652,1,-0.8726457215881299,0,1,-0.18521982138090565,0,0,1,1,0,1,0,0,0,0,0,0
653,0,-0.6422256047862712,0,0,-0.47835113494107256,1,0,1,0,1,0,0,0,1,0,0,0
654,1,-0.10457866558193428,0,0,-0.49050767187268346,0,1,0,0,1,1,0,0,0,0,0,0
655,0,-0.8726457215881299,0,0,-0.5122248290595639,0,1,0,0,1,1,0,0,0,0,0,0
657,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
658,0,0.20264815682054396,1,1,-0.3361452095402864,0,1,0,0,1,0,0,0,0,1,0,0
659,0,-0.4886121935850321,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
662,0,0.8171018016255005,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
663,0,1.3547487408298373,0,0,-0.1331505624659193,1,0,1,0,0,0,0,0,1,0,0,0
664,0,0.5098749792230222,0,0,-0.49721680846099514,1,0,1,0,1,0,0,0,1,0,0,0
665,1,-0.7190323103868907,1,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
667,0,-0.33499878238379294,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
668,0,-0.10457866558193428,0,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
669,0,1.0475219184273592,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
670,1,-0.10457866558193428,1,0,0.3983583461687,0,0,1,0,0,0,0,0,0,1,0,0
671,1,0.8171018016255005,1,1,0.1367543400257733,0,0,1,1,0,0,0,0,0,1,0,0
